book_id,user_id,rating
11911,62621,2.5
715,2953,2.5
25844,51326,1.5
89053,35687,1.5
25590,50377,1.0
1988,63194,2.0
243490,93287,5.0
19556,28063,3.0
18493,10953,4.5
1859,77134,3.5
4481,74469,1.0
3115,28518,1.5
2515,41674,1.0
4858,35419,1.5
243765,81457,4.0
246663,81572,3.0
67,35947,2.0
21634,19643,4.0
246883,87811,2.0
1986,46165,1.0
596,63484,1.5
36974,22617,2.0
243638,89095,3.0
245219,84828,3.0
37948,30188,1.5
40778,77599,2.0
7769,35674,1.5
243347,89726,3.0
11194,45024,3.5
1645,28818,1.0
52398,26010,4.0
283,5101,2.5
10083,27325,1.0
6294,31433,2.0
44356,16367,2.5
9939,36317,3.0
246396,86064,3.0
15248,51199,3.0
7591,35659,4.5
243281,82453,5.0
49711,44828,3.5
20770,66142,1.5
63231,17212,3.0
31960,68921,2.5
8932,71900,1.0
20744,47976,1.5
14877,74173,1.0
24482,71259,2.0
21002,7119,1.0
247294,85017,4.0
4273,8689,1.5
22002,74319,3.5
4283,51554,3.0
24668,52611,2.5
800,10992,1.0
96756,32112,2.5
15083,11371,1.0
246233,81177,4.0
13313,59975,2.5
5088,83849,5.0
55446,76,2.0
30932,38836,3.5
4526,11997,1.0
4116,59078,1.0
21010,34987,1.5
4244,45804,3.0
219,20905,2.5
21240,50595,3.5
3327,64676,1.0
11281,3785,3.5
6583,38837,3.5
118,66185,3.0
1373,38503,3.0
1710,69173,2.0
17848,22322,3.5
243802,79433,5.0
8310,31360,2.5
76543,42407,3.5
8230,11331,2.0
48263,61063,2.0
2685,8274,2.5
37,7135,2.5
1729,26182,2.5
1105,4527,1.5
1441,74898,1.0
17670,41645,2.5
22317,39641,2.5
246882,84738,3.0
18909,36709,2.5
20744,55350,2.5
754,40751,2.5
44897,70038,1.5
9846,53850,2.0
363,8368,1.5
13647,3785,1.0
37169,15214,2.0
225,2597,2.0
243482,86683,5.0
57067,20221,1.0
29113,45597,4.0
292,4412,1.5
10169,14491,4.0
245903,87944,4.0
12955,30276,2.0
30664,9241,2.0
13516,66185,2.0
17365,57398,1.0
248615,92478,5.0
243228,79481,1.0
243755,82200,5.0
79739,71034,1.5
2639,30022,1.5
6933,25513,1.0
5956,6410,2.5
3892,3339,1.0
19058,15099,2.5
243421,81260,4.0
248376,93248,4.0
23333,3785,3.0
6196,47285,2.5
42388,7135,2.0
36516,19169,3.5
2554,6713,1.5
246335,79079,4.0
19393,64253,1.0
247425,80685,3.0
247929,78986,4.0
4709,25572,1.0
5991,64447,4.5
48423,55897,2.5
5649,31000,1.0
2911,23188,2.5
64007,77027,1.5
248636,92193,1.0
1325,18327,2.0
7547,3785,2.5
25963,42344,2.0
2933,38503,2.5
68690,75416,1.0
6501,42176,1.5
49510,15552,1.5
243243,86568,4.0
4206,64327,1.0
22912,31537,2.0
23307,42325,2.5
15570,56838,1.0
6569,12588,2.0
57099,18514,2.0
25410,4094,1.0
248784,80196,4.0
19835,13000,2.0
19666,30150,1.0
1055,29981,3.5
1840,22462,1.0
11123,68388,3.5
1115,57941,1.5
12465,59850,1.5
69246,36892,1.0
27440,40767,2.0
243262,92573,5.0
13192,16513,3.0
67,15960,2.0
6021,8436,1.5
23248,50965,2.5
243250,84313,2.0
3892,12215,2.5
243511,85954,5.0
1284,57666,1.0
2280,39611,1.5
1358,58390,3.0
25655,61336,4.5
10530,6632,3.5
10537,41155,3.0
4768,32883,1.5
6387,76241,3.5
2767,60001,1.0
8381,28377,2.0
244105,82044,5.0
1982,31611,2.5
245533,86678,5.0
1005,77061,2.0
26142,73896,2.0
9294,32890,1.5
21325,52338,3.0
5869,43652,1.0
7067,27274,1.5
17242,7556,2.5
231,34642,2.0
26130,18051,1.0
243352,83764,2.0
243280,89635,5.0
13684,46324,1.5
3509,11785,2.0
247310,79405,4.0
35584,63312,1.0
27871,57153,1.5
7188,28365,1.0
2128,38122,3.0
1308,9513,1.0
10505,29864,2.0
5004,68834,3.5
33927,61440,1.0
12166,36119,3.0
8769,16554,1.5
3783,30768,1.0
244395,92020,5.0
2912,37034,1.5
1696,24915,2.0
6258,22760,2.0
3482,85327,4.0
7852,58705,2.0
11416,16232,4.0
5593,66142,2.0
75059,26166,3.0
1696,18763,2.5
5020,8435,3.0
2554,2619,1.5
38647,28896,2.5
2602,9040,2.0
1879,43573,1.5
60346,29461,2.0
221,17732,2.0
1472,39954,2.5
7169,25981,2.5
17931,3404,1.5
244777,82015,4.0
243871,83278,4.0
24364,17254,1.0
84936,35907,1.5
483,48483,3.0
70109,66142,2.0
8144,40523,2.0
247379,91243,5.0
776,5180,1.5
246844,94127,5.0
678,63084,1.0
2866,16232,1.5
26674,59726,1.0
23702,43098,1.0
246617,80728,5.0
581,26307,3.5
57888,33585,2.0
19550,51031,1.5
13658,50084,1.0
25225,40613,2.0
248732,90899,4.0
20541,11364,2.0
7967,28414,1.0
211,42153,2.5
11255,8351,2.5
10820,70700,2.0
62401,22111,5.0
1696,32419,1.0
243217,83899,5.0
1564,22448,3.5
15728,7904,3.5
11104,40606,2.5
9463,52322,2.0
247246,93310,5.0
18527,19337,1.0
248843,92642,4.0
51263,24874,3.0
3739,66237,2.5
244710,88192,2.0
4087,73790,2.0
1753,15476,4.5
4778,30966,3.0
244646,79253,4.0
11808,28970,2.5
46538,66142,2.0
48,7046,2.0
4598,8477,2.0
5940,54710,2.5
243473,84363,5.0
243383,89900,5.0
31726,76351,1.0
1051,23758,4.5
11637,18580,1.5
4200,55674,1.5
243258,87537,5.0
4546,5974,1.5
246818,89240,5.0
210,13694,1.0
64075,41598,2.5
10064,28518,3.0
2645,49070,2.0
26648,62683,2.0
243781,92950,3.0
243923,90268,5.0
12602,31162,2.0
3120,56442,2.0
6430,55207,1.0
2884,40742,1.0
5985,67258,1.5
13168,21982,2.0
243640,80256,2.0
72630,14208,2.5
22698,20461,2.5
243711,84598,4.0
47705,46749,3.0
2488,44312,2.0
22023,27742,1.0
26829,9237,2.5
850,74640,2.0
1281,39271,3.0
7755,11198,2.0
14206,64447,1.0
1105,68848,3.0
8932,11722,2.0
2910,19444,2.0
6583,76205,1.5
1423,33441,1.5
497,8294,3.0
292,62379,1.0
4525,28541,1.5
3726,63196,2.0
2816,30404,3.0
26683,7605,3.0
5867,60096,3.0
9588,58866,1.5
12366,54710,2.0
30047,31251,1.0
6438,58705,3.5
2379,18768,1.5
8485,58003,3.0
10530,77134,1.5
13106,34670,3.0
5940,51471,2.0
246006,88682,5.0
16198,43652,1.0
8355,39875,2.5
243572,92837,5.0
15359,48830,2.5
11409,28251,2.0
2536,71926,1.0
107,23966,1.5
12766,65997,1.5
7365,46749,3.5
2128,5153,1.0
243307,93362,4.0
29862,16669,2.5
244378,79156,3.0
7810,43670,1.5
16060,36729,2.5
243874,88508,4.0
17499,40645,2.5
7742,58387,3.0
3357,52322,3.5
237,12405,2.5
246479,92638,2.0
5309,9416,2.0
3025,43854,2.5
9728,696,2.5
3269,32419,1.0
243593,77890,3.0
244051,93339,4.0
4723,65997,1.5
19144,70685,1.5
287,64536,1.0
8229,83823,4.0
583,59383,3.5
403,54287,1.5
792,53578,2.0
9751,75416,3.5
247503,78229,3.0
33795,31607,1.0
12152,3691,2.5
645,32525,1.0
7016,61225,3.5
23186,31063,2.0
12077,43652,1.5
7552,17636,1.5
49472,27325,1.5
2769,51978,3.5
18,73051,2.0
19916,62621,3.5
19648,52688,3.5
80967,3785,2.5
5417,20304,3.0
8527,27445,2.5
1975,71563,1.0
69771,20091,1.0
4726,23562,2.5
4087,70700,1.0
247202,89040,4.0
2995,64173,3.5
5248,28725,2.0
67,17636,2.0
3124,35566,2.0
745,51511,1.5
9262,39896,2.5
79637,41483,3.5
12858,3877,2.5
244957,87779,5.0
12890,44828,3.0
243217,91935,5.0
26212,23881,1.0
32024,9221,1.5
5613,68883,2.0
408,58709,2.5
5506,4160,1.0
2884,47771,1.5
15633,49656,3.5
25886,59145,2.0
243510,91164,4.0
3834,45349,2.5
25147,69310,3.0
20108,39468,1.5
52712,76394,1.0
3407,12404,2.5
243389,88613,4.0
763,28251,1.5
107,66463,1.0
1134,70299,3.0
659,77061,1.0
9295,71259,2.5
243321,90990,3.0
1651,28319,2.5
4262,21796,2.5
31652,18468,3.5
748,65328,1.0
2099,29352,1.0
25040,15120,2.0
5579,35085,1.0
249128,82702,4.0
15848,1012,2.5
63294,12152,4.0
28266,37188,2.5
12489,21923,1.0
914,30276,3.0
75079,3785,2.5
3827,5125,2.5
17724,35150,1.0
244979,77826,4.0
1926,21208,2.0
3840,74424,3.5
246911,92487,3.0
756,789,1.5
15087,43652,1.5
1812,29458,5.0
7541,7478,2.5
1117,5060,2.0
27407,4662,2.0
9203,40001,3.5
20056,32734,3.5
118,63690,1.5
9112,6300,2.0
69555,10732,2.5
43822,49454,3.0
4665,67663,2.0
11100,66562,2.0
2296,31596,1.5
771,16340,2.0
31740,39843,3.0
8607,27445,1.5
29008,7556,2.0
88719,17301,2.0
243270,89978,5.0
15454,696,1.0
243218,79065,3.0
292,31051,2.0
151,69405,2.0
4546,18491,2.5
6741,2275,3.0
6498,19301,1.0
4680,7556,2.0
28072,29665,2.5
26780,57838,1.0
670,60854,3.5
10980,73498,2.0
247626,92792,4.0
247787,94045,5.0
2445,58479,2.5
1763,71658,1.0
243255,84773,5.0
14424,63782,3.5
589,25064,2.0
7168,44711,2.0
24405,21807,1.5
4481,18333,3.0
1885,10072,3.0
12157,43797,3.5
5605,47161,1.0
246499,93387,5.0
44552,40714,3.5
23333,67888,1.5
5400,5125,2.0
13183,56113,1.0
3270,71867,2.0
27209,31081,3.5
243553,94143,3.0
14835,3785,2.0
401,29461,3.5
68344,70812,2.5
128343,38536,1.0
38025,77616,1.5
28147,10716,3.0
1787,438,2.5
1975,34988,2.0
244553,93569,4.0
247606,88424,4.0
17367,5180,2.0
243832,78406,5.0
55930,28970,2.0
881,21975,1.0
7253,35445,2.0
20668,6300,3.5
1207,64173,2.0
59255,20912,2.0
41733,23246,2.5
11610,30101,1.5
31292,32514,3.5
1265,31063,1.5
5042,39959,1.5
10929,28777,2.5
26728,77061,1.5
243247,78360,4.0
4228,72507,1.0
248228,88409,4.0
4466,11433,1.0
2203,32920,2.0
3006,502,2.0
2001,52240,2.5
20149,75858,2.0
243258,82242,5.0
14839,38009,1.0
485,16340,2.5
8291,4303,2.0
782,44767,1.0
8354,55549,1.0
6882,3771,1.5
9922,70756,1.5
244743,85577,5.0
22009,61336,3.5
25691,4765,3.0
35362,51992,2.0
3329,10244,4.0
6850,58808,2.0
2033,26443,1.5
38130,227,1.0
15848,77796,2.0
6939,50223,1.0
3130,52857,2.0
243540,91590,4.0
2037,58705,1.5
2866,535,1.5
4449,24004,2.0
243998,87248,5.0
1352,3785,2.5
244218,82286,5.0
6292,58343,3.5
243710,89060,3.0
17303,32050,2.0
14838,11574,2.0
17214,6056,2.0
27458,12936,2.5
13366,51050,2.0
10498,51445,1.5
6060,55730,1.0
243265,93035,4.0
5802,38819,1.0
64073,65564,3.0
2104,4763,1.5
5065,72309,3.5
1490,36017,2.5
45013,18066,1.5
6567,73067,1.5
7241,22111,2.0
19850,65131,2.0
16802,62983,1.0
1106,32043,1.5
35852,67440,2.0
1932,27740,2.0
32659,31475,1.0
3676,62400,1.0
52834,3785,1.5
247228,90954,4.0
10570,14770,3.0
243429,90390,3.0
21039,44379,1.0
247137,84818,3.0
9866,48093,2.5
4812,41112,3.5
5649,11747,1.0
2100,11112,1.0
244119,90635,4.0
245,63218,1.5
20415,11340,3.5
9462,12608,2.0
5873,49051,3.5
21692,63391,1.0
246500,80228,3.0
359,70967,2.0
2445,72003,2.5
1115,9801,1.5
21211,45386,1.0
3188,50724,1.5
247537,89786,5.0
3547,47092,2.0
243455,93328,3.0
8691,32734,3.5
470,74384,2.0
651,66663,2.5
25365,31539,2.5
408,64327,3.5
776,48357,2.0
244784,78988,4.0
9337,57371,2.0
1057,23154,1.0
10179,19288,1.5
247785,84714,4.0
6060,64676,1.0
38077,43890,3.5
3650,3652,3.5
2914,9765,1.0
7905,26161,2.0
7168,4277,2.0
9317,4420,2.0
4481,27445,1.5
41613,7090,2.0
1517,25180,3.5
609,76456,2.0
13947,73486,2.0
1702,55263,4.0
243375,82315,5.0
244290,80308,5.0
1306,47323,2.0
2143,17643,1.0
7689,11427,1.0
19567,45609,2.0
13465,49524,1.5
3255,37569,3.5
2791,16159,1.0
588,42172,2.5
1071,26940,1.0
5983,69153,2.0
8602,52149,1.0
5736,61918,3.5
1004,41641,2.5
31790,51445,3.5
10508,10717,2.5
243398,93821,3.0
16979,16121,1.0
18,68675,1.5
756,51333,4.0
1908,37839,2.5
16553,58697,2.5
13929,45638,2.0
8425,45456,1.5
6816,11310,2.0
3820,1525,1.5
1690,23540,2.0
48493,61849,1.0
62380,16669,1.0
20113,30022,2.0
3669,28970,2.0
3939,63737,2.0
247834,92087,3.0
483,62459,3.0
6538,35674,1.0
2143,45148,2.5
13887,4139,2.0
2104,72629,1.0
244204,85845,4.0
26687,50377,2.0
72383,43652,1.0
5506,40748,1.0
249237,93251,5.0
35767,32436,2.5
57278,8979,2.0
4078,72856,1.5
50343,62940,3.5
4471,11133,3.0
243446,84052,3.0
35192,5723,1.0
1410,40316,3.0
17638,20064,1.0
11280,51765,2.0
47349,42074,1.5
2232,11437,1.0
3529,43652,2.0
34824,31750,1.5
25259,66698,2.0
243332,84156,5.0
243978,89820,4.0
7971,2846,1.0
25988,43573,2.0
36329,28365,2.0
10978,36096,2.5
5738,34441,1.0
36513,28251,1.5
41654,29852,3.5
64221,19778,3.0
46,77217,2.5
6745,6754,1.0
21226,5811,2.0
243293,84737,3.0
12978,8249,3.0
5544,40001,3.5
5887,61582,2.0
5887,17756,1.5
52,68040,2.0
34257,43307,3.0
243246,82814,3.0
37154,39142,1.5
13494,8224,2.5
111371,61336,3.5
2995,39208,1.5
19436,31562,1.5
243942,91353,4.0
5316,27603,1.0
5309,69100,1.5
1020,31750,2.0
1860,20986,1.5
19530,60066,2.5
8311,69710,1.0
6048,74468,3.5
37,7748,3.5
12483,48119,2.0
51221,55505,3.0
330,62846,3.0
110784,53783,1.5
14880,75597,1.0
30102,64676,1.0
1209,26737,4.0
22378,3248,3.0
46402,70038,1.5
4202,30888,3.5
11649,41134,1.5
3968,2587,1.0
144900,39875,3.5
7551,74384,2.5
4081,60228,2.0
3899,32734,3.5
243340,78630,4.0
8694,45890,3.0
4104,12731,1.5
38075,63059,3.5
66,3785,3.5
9134,32734,3.5
9629,60648,3.0
4835,13694,3.0
11179,17132,2.5
9635,18045,2.5
12955,50838,1.0
50363,27011,2.0
13978,69347,1.0
1066,27497,2.0
3200,38479,1.5
1005,15293,2.0
243224,90543,4.0
32726,6502,1.0
5400,48405,1.0
12300,71279,1.5
10511,37525,3.0
10303,47349,5.0
247548,86526,3.0
1131,48225,2.0
4056,12411,2.0
4935,74227,2.0
51182,63312,1.0
2143,6048,1.0
7783,36889,1.0
748,56049,1.5
5648,62919,2.0
16716,29542,4.5
834,796,2.0
10573,10323,3.0
16738,23393,3.0
244794,78888,3.0
11654,3497,3.5
23333,67716,1.0
247042,85468,3.0
10661,30888,3.5
11575,24824,2.5
243326,86845,5.0
19994,5868,1.0
4525,3785,3.5
11836,5180,3.0
26684,16530,2.5
3357,31539,2.0
245211,88972,4.0
245000,89346,4.0
18469,25473,4.0
23637,40385,3.0
10481,59211,2.0
243254,88710,4.0
23674,70129,2.0
13812,33944,1.0
7190,22608,2.0
60250,67663,3.5
5450,30981,2.5
67705,59383,2.5
1020,46539,3.5
12011,5101,2.0
1818,28063,2.0
4603,69407,1.5
6584,26898,2.0
2203,37246,3.5
49089,19611,2.0
25409,4094,1.0
249039,88216,2.0
1194,27354,1.5
8607,1284,2.0
20110,28063,3.0
10875,502,3.0
22052,29888,2.0
6479,2896,1.0
243998,87765,4.0
5545,77449,2.0
248898,86519,5.0
23504,72507,2.5
90,3044,2.0
9623,14351,3.0
16738,1401,1.5
22326,7911,2.0
244552,87878,5.0
25980,22952,2.0
29558,63922,2.0
4014,48405,2.5
23423,11364,1.0
964,27628,2.5
246067,85165,5.0
783,40001,3.5
5234,31251,1.0
12272,54675,1.0
3650,46029,2.5
1387,53826,3.0
11282,31047,1.5
244263,87792,4.0
237,1553,3.5
24720,31150,1.0
1105,60572,1.0
68746,50240,1.5
6347,24430,2.0
28635,35368,3.5
247756,82941,4.0
3716,31750,2.0
2391,65087,1.5
243264,94117,3.0
10440,60675,1.0
9159,2846,1.0
243217,85105,3.0
8360,32734,1.0
243438,81146,3.0
2292,28207,2.0
243974,91978,5.0
2988,26305,4.0
5545,7135,3.5
25365,14981,1.0
485,696,2.5
4469,9067,1.5
2769,3785,1.5
1919,7187,2.0
7121,52966,2.5
29079,73162,1.5
4155,49070,3.0
48364,38886,5.0
13209,19356,3.0
9020,74720,2.5
5873,50724,1.5
608,39479,1.5
653,49272,2.0
19860,47285,2.0
244430,78655,4.0
2602,28692,4.0
5432,54630,1.0
1132,7508,2.0
5969,9184,2.5
4021,25504,2.5
6294,28951,2.0
5233,57168,2.0
39134,70366,2.5
10185,30760,2.5
243220,86739,5.0
21012,37674,1.5
15590,63411,3.0
17364,7556,2.0
10978,26165,3.5
6041,55848,2.5
11649,22111,1.5
6330,71845,1.5
6538,59419,4.0
4527,51434,1.5
3459,62130,1.0
15117,26896,2.5
69308,77746,4.0
474,47189,2.0
7971,7926,2.5
27456,15579,2.5
915,13707,1.5
22037,9325,1.0
7148,51554,1.0
